embedding_row,domain,domain_code,image_path,predicted_index,confidence,embedding_norm,PC1,PC2
1764,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2bacf882-d3ba-4ac6-829e-2efbee8d04d8___UF.GRC_YLCV_Lab 03237.JPG,7,0.9999994,26.89495,-22.717825,2.7358048
1765,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2be29ff8-c858-43f6-92c3-b097bca0a289___YLCV_NREC 2144.JPG,7,0.99999905,25.567059,-21.118256,2.682287
1766,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2bf77f10-bf00-40a6-9dd8-74c5ab8da331___UF.GRC_YLCV_Lab 01987.JPG,7,0.99999905,25.86387,-21.65288,2.9668233
1767,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2c3648eb-a27a-4066-9ee1-7a35425219bd___YLCV_GCREC 2556.JPG,7,0.99999905,26.269,-22.08197,3.1375263
1768,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2c742f2c-58f9-4b08-a534-350e972696a0___UF.GRC_YLCV_Lab 03100.JPG,7,0.99999905,26.246841,-22.036407,3.2098203
1769,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2c89426e-b54e-4a2d-b8d9-993e4a678952___YLCV_NREC 2236.JPG,7,0.9999993,26.172842,-21.998999,2.535805
1770,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2cf77de4-b5cd-404b-8949-53c5687d3936___UF.GRC_YLCV_Lab 09541.JPG,7,0.9999993,26.313335,-22.325857,2.5860753
1771,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2dee9f3e-c845-4d6c-a9d3-2def0b69f7af___UF.GRC_YLCV_Lab 02338.JPG,7,0.99999917,26.014067,-21.781788,3.106102
1772,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2df37e4f-7960-42a2-8b23-c8d9bde0d5b0___YLCV_NREC 2813.JPG,7,0.9999994,26.234863,-21.785507,1.7599293
1773,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2e19c515-4c23-418c-8a54-0f06a4b037cb___UF.GRC_YLCV_Lab 01769.JPG,7,0.9999993,26.43986,-22.350801,1.7441833
1774,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2e1e49f3-cca2-46dc-8f0d-96110684b7f6___YLCV_GCREC 2573.JPG,7,0.9999994,26.690685,-22.572826,2.8418028
1775,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2e2a99f3-c01f-4c31-bf0a-a75e9a8e3274___UF.GRC_YLCV_Lab 02547.JPG,7,0.99999905,26.837675,-22.131914,3.765385
1776,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2e4361a4-6ccb-40dd-91ff-e8008153a207___YLCV_GCREC 5317.JPG,7,0.9999993,26.47006,-22.518242,2.8884099
1777,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2e98b0de-d32b-4422-aff2-e3632c2bf921___YLCV_GCREC 2183.JPG,7,0.99999917,25.669928,-21.498535,2.516138
1778,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2f8099f2-6966-44f7-a938-227e08a79c80___YLCV_NREC 2375.JPG,7,0.99999917,26.151772,-21.910925,2.6971622
1779,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2ff17453-2560-4ec3-bedb-0bee2f46ce8f___UF.GRC_YLCV_Lab 01286.JPG,7,0.99999905,25.830328,-21.702063,3.0799515
1780,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3039dc2b-b7a3-4b48-bae9-3a917ab4ec00___YLCV_NREC 2423.JPG,7,0.99999917,26.061308,-20.981272,1.0165222
1781,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\30e776ef-d0e8-4ca0-bd28-767553054db9___YLCV_GCREC 1985.JPG,7,0.99999905,25.805758,-21.378967,2.0967739
1782,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3121846c-fcd3-4b27-b17d-25644607b664___UF.GRC_YLCV_Lab 02922.JPG,7,0.9999993,26.253555,-22.003397,2.3407989
1783,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\31811b91-94bd-4748-9e0e-4644827c99b7___UF.GRC_YLCV_Lab 01546.JPG,7,0.99999833,26.978138,-21.713167,3.2565465
1784,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\31d70d89-c1d5-45ab-8b06-76a3f4b8e403___YLCV_NREC 2181.JPG,7,0.9999994,26.416208,-22.079905,1.9465033
1785,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\31d86770-9b8a-45ca-bfca-01fb29a73aa3___UF.GRC_YLCV_Lab 03107.JPG,7,0.9999989,25.931152,-21.593937,3.0442708
1786,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\31e73942-fc80-481e-b047-1b240cd44d71___UF.GRC_YLCV_Lab 02612.JPG,7,0.9999993,26.26606,-22.249018,2.4085574
1787,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\330687c3-0288-4ca1-ae5b-4e75abc51fe8___YLCV_NREC 2319.JPG,7,0.99999917,25.78571,-21.494268,2.565468
1788,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\334cb794-ba7b-48fa-bf5f-c04e72ba11bc___YLCV_GCREC 2672.JPG,7,0.9999993,26.262974,-22.264109,3.1570601
1789,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\33533dfd-f34a-46eb-9896-c55b5cb33258___UF.GRC_YLCV_Lab 09469.JPG,7,0.9999994,26.651638,-22.46696,2.7698944
1790,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3364ca52-294e-4756-92bc-96fe74136c6e___YLCV_GCREC 2417.JPG,7,0.99999905,25.657927,-21.274689,2.886342
1791,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3369c284-ac18-414e-809c-0096a8242fa0___UF.GRC_YLCV_Lab 03210.JPG,7,0.9999993,26.352318,-22.366186,2.8581626
1792,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\338f5a1b-0b1d-40f4-8ab2-1430ef29b5e9___YLCV_GCREC 2678.JPG,7,0.99999917,26.190851,-22.133509,2.8460262
1793,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\33e4b464-c819-4c91-bfbd-62534a2557df___UF.GRC_YLCV_Lab 02177.JPG,7,0.99999905,25.835758,-21.609505,2.5381825
1794,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\347a0845-117b-4389-8265-8c635a362e90___YLCV_GCREC 2649.JPG,7,0.9999993,26.247255,-21.97999,3.2123637
1795,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3558cfcb-e288-4646-bc93-b49ad4517b1e___UF.GRC_YLCV_Lab 08564.JPG,7,0.9999981,26.329031,-20.221273,0.8229071
1796,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3590b404-1cdc-4588-b956-ccfe8e0c7fe2___YLCV_GCREC 1974.JPG,7,0.9999988,25.499632,-21.00623,2.4292183
1797,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\35b6a261-9e41-401f-b536-36df7294c03e___YLCV_NREC 2681.JPG,7,0.9999993,25.941267,-21.77619,2.598336
1798,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\35d0ae49-02c5-402a-9c78-16aebc1821ad___YLCV_NREC 2746.JPG,7,0.9999994,26.70701,-22.555607,2.9898052
1799,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\35f15b6d-a287-4e3c-ace7-428c80d94d68___YLCV_NREC 0263.JPG,7,0.99999917,26.155296,-22.26989,2.6845477
1800,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\36913f6b-b40f-466f-94e6-72100fd36595___UF.GRC_YLCV_Lab 01635.JPG,7,0.9999993,26.373821,-22.282673,2.7773252
1801,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\36a56875-19ce-4141-93ce-c32f18858bcc___UF.GRC_YLCV_Lab 08424.JPG,7,0.9999976,25.618204,-19.548922,1.9374449
1802,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\36f8c86d-3638-48f7-a658-89ee00f977a6___YLCV_GCREC 5268.JPG,7,0.9999993,26.025707,-21.939318,2.5626383
1803,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3774a570-eb56-4e22-9652-2e6a9a7167cf___UF.GRC_YLCV_Lab 01263.JPG,7,0.99999917,26.39404,-21.415037,2.9662056
1804,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\37c2cc81-0d24-4030-9f76-399c29561b3f___UF.GRC_YLCV_Lab 02512.JPG,7,0.99999917,26.20404,-22.019922,3.2173057
1805,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\37dd9a00-ad14-4215-959a-e564e1ef4047___YLCV_NREC 2974.JPG,7,0.9999993,26.152363,-22.081192,2.6157384
1806,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3943bfd9-6db3-4f82-b298-0f807f2c6e69___YLCV_GCREC 5250.JPG,7,0.99999905,25.509462,-21.236813,1.9479157
1807,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3a81d1b3-8d67-4806-90e5-04b7c0294c61___UF.GRC_YLCV_Lab 01893.JPG,7,0.9999993,26.176477,-22.058908,2.4594026
1808,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3accdbf9-5b26-4c40-b57a-d055d408a23f___YLCV_NREC 0177.JPG,7,0.99999917,26.459751,-22.255428,2.9988058
1809,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3b50a18c-3474-413c-b22a-b5f1b14991d5___YLCV_NREC 2120.JPG,7,0.99999917,26.282326,-22.288267,2.4397185
1810,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3baecdfe-1140-446b-af35-7fd18205e325___UF.GRC_YLCV_Lab 01734.JPG,7,0.99999917,26.446413,-22.112383,2.9057999
1811,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3c0181b4-1e8f-4be9-81ed-55c21abfc3c4___YLCV_GCREC 5381.JPG,7,0.9999993,26.30883,-22.233437,3.005759
1812,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3c05bb5b-6671-49aa-88b7-246f2bfd9996___YLCV_GCREC 2846.JPG,7,0.99999917,26.126518,-21.958231,3.2223916
1813,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3c29dad4-3544-465b-b678-a78ca0ad8f58___YLCV_GCREC 2243.JPG,7,0.99999917,26.110094,-21.56818,1.2443559
1814,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3c473e41-36f0-41e0-abe4-67f140e7e9e0___YLCV_GCREC 2856.JPG,7,0.9999993,26.093525,-22.076735,3.1448383
1815,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3c60ae4c-f308-4697-ab9e-193f52c8e32b___UF.GRC_YLCV_Lab 03355.JPG,7,0.9999989,26.079214,-21.897041,2.4681852
1816,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3d4759a2-0d33-443b-9632-d1a40a689136___YLCV_GCREC 5159.JPG,7,0.9999993,26.37522,-22.29384,2.9099596
1817,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3de6e17b-7441-4f4f-95b5-8839c4f254a2___YLCV_GCREC 2066.JPG,7,0.99999905,25.891663,-21.736967,2.3300703
1818,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3dee1165-c368-4b68-b09c-9fe0bc1bfaaf___UF.GRC_YLCV_Lab 01756.JPG,7,0.9999989,25.909449,-21.550732,2.745994
1819,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3e1615d8-ba9e-490d-b07c-447adb8e6440___UF.GRC_YLCV_Lab 03089.JPG,7,0.99999905,26.206272,-21.995853,3.0308886
1820,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3f078443-1d3f-4aac-beb0-b80636ad74da___UF.GRC_YLCV_Lab 02862.JPG,7,0.9999989,25.93482,-21.70417,2.9735029
1821,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\3f47ceff-19ca-4b32-aa85-9d3a44c12667___UF.GRC_YLCV_Lab 03171.JPG,7,0.9999989,26.083364,-21.348547,2.956156
1822,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\401ddcf1-6af4-4caf-a185-1d920167b214___UF.GRC_YLCV_Lab 01541.JPG,7,0.99999905,26.759184,-22.154518,3.0915444
1823,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\40726129-3f95-4a8d-b0c6-865c12889fd9___UF.GRC_YLCV_Lab 01586.JPG,7,0.9999993,26.228647,-22.167519,2.5662706
1824,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4092188d-cf1d-40c8-90e9-2d9bd6845a14___UF.GRC_YLCV_Lab 09563.JPG,7,0.99999917,26.399351,-22.031597,3.2451673
1825,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\409b001a-586a-4b69-9337-af6f78f7ef31___YLCV_NREC 2074.JPG,7,0.9999987,25.358831,-20.61992,2.5437706
1826,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\40a7bc51-5200-41f5-ad30-6fd32b813799___UF.GRC_YLCV_Lab 09458.JPG,7,0.99999917,26.117853,-21.99331,2.6031559
1827,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\40adc2b8-a598-46bc-b4da-e224702ad520___UF.GRC_YLCV_Lab 01656.JPG,7,0.99999845,26.608015,-21.650242,3.4869077
1828,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\40b97f36-cda1-43a2-a69a-313410bcbbd5___YLCV_NREC 0124.JPG,7,0.99999905,26.26763,-22.11801,2.7431707
1829,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\40bb4231-7f46-47ff-8647-217bc369317a___YLCV_NREC 2684.JPG,7,0.99999917,25.969328,-20.87422,1.2868695
1830,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\42278bd0-252e-43f9-900f-822049382956___YLCV_GCREC 2869.JPG,7,0.99999917,26.138378,-22.03392,3.226165
1831,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\423ec8f2-4225-45e8-a085-8e017fb49df5___UF.GRC_YLCV_Lab 01687.JPG,7,0.99999833,26.595913,-21.245201,3.183271
1832,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\424ae9d6-afa6-4945-9ac4-c66036c519d9___YLCV_NREC 2954.JPG,7,0.9999993,26.001726,-21.900127,2.7724462
1833,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4254afe0-7830-4ffa-bd0d-5d298280275c___UF.GRC_YLCV_Lab 01523.JPG,7,0.99999917,26.04261,-21.962961,2.8610492
1834,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\429e5f5f-a7e8-43b7-867a-ede76e5b3eba___YLCV_GCREC 5307.JPG,7,0.99999905,25.703106,-21.396254,2.2826018
1835,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\42eb6375-c2bd-437b-8390-d22411cf58b2___UF.GRC_YLCV_Lab 01674.JPG,7,0.99999857,26.585041,-21.133791,2.7873976
1836,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\43a32428-0d45-4851-bb62-c1a669854990___YLCV_NREC 2630.JPG,7,0.9999989,25.943329,-20.323582,0.9515707
1837,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4501c229-ae5f-465e-b042-50825a7e640c___UF.GRC_YLCV_Lab 08507.JPG,7,0.9999981,26.05279,-20.590418,2.3933043
1838,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\450f4e21-c1c0-48a2-aa7c-dd8109d652ba___YLCV_GCREC 2514.JPG,7,0.9999993,26.04895,-21.883629,3.0106356
1839,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\45760f36-c7f6-4e07-aefa-b1ca27a4bc54___UF.GRC_YLCV_Lab 01862.JPG,7,0.9999993,26.147121,-22.049095,3.0135694
1840,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4616690f-d6df-4dbe-9c10-7b987a046304___YLCV_GCREC 5362.JPG,7,0.9999987,26.58802,-22.05862,2.9825034
1841,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\464b2ab8-ad72-4017-9482-01eaf95e12ee___YLCV_GCREC 1938.JPG,7,0.9999993,26.165653,-22.156769,3.1335423
1842,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\46663e4f-d23c-43c8-8e27-d6725d3a0543___YLCV_NREC 2115.JPG,7,0.9999993,26.514425,-22.452923,2.3838496
1843,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\46743c5e-9665-4ab9-aa10-20044684b87e___YLCV_GCREC 5224.JPG,7,0.9999988,25.932003,-20.768557,0.54534614
1844,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\46cce96d-e9cb-4394-9b41-f4758b2a1e96___YLCV_GCREC 2279.JPG,7,0.96659976,24.779009,-11.535682,-4.4512887
1845,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4715e491-eeaa-4a1b-9b1e-9aced19b53db___YLCV_GCREC 2324.JPG,7,0.9999989,25.661325,-21.55956,2.5961428
1846,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4735681f-8890-4238-90d9-9f7a3c54fdb0___YLCV_GCREC 2713.JPG,7,0.9999993,26.249285,-21.99403,3.1671896
1847,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\475356f2-a707-4b3d-b2ac-8029f060b621___UF.GRC_YLCV_Lab 01804.JPG,7,0.9999993,26.14589,-22.035965,2.9382377
1848,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4759193c-2492-4e0b-8d02-1f047cb1792d___UF.GRC_YLCV_Lab 02934.JPG,7,0.9999993,26.500391,-22.281078,2.07852
1849,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\47a08ac1-44a2-4302-825d-ba23f6645233___UF.GRC_YLCV_Lab 08580.JPG,7,0.99999416,24.897787,-17.750523,4.0327086
1850,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\47c2c347-9a2a-497a-9627-b9f431b5a79a___YLCV_GCREC 2364.JPG,7,0.9999988,25.664923,-21.138988,1.6648134
1851,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\480ea35e-ed0a-4906-977c-2cdfd62007bd___UF.GRC_YLCV_Lab 02359.JPG,7,0.99999917,26.534992,-22.23337,3.1819444
1852,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\482bfef7-b617-448a-abb4-8ce86c1b92d1___UF.GRC_YLCV_Lab 01265.JPG,7,0.9999993,26.346395,-21.677616,2.3851504
1853,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\484a5e79-3405-45fd-b673-ec4678204ac8___YLCV_NREC 2664.JPG,7,0.99999917,25.869225,-21.512135,2.0812
1854,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4857c174-710f-4a0e-a3df-74b8a15bc081___UF.GRC_YLCV_Lab 02543.JPG,7,0.9999989,26.673054,-21.752777,3.2100658
1855,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\48c5a9cd-b96e-468d-803d-9cf03c56a9e3___UF.GRC_YLCV_Lab 01535.JPG,7,0.99999917,26.57295,-22.269167,3.2091968
1856,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\48ec4c7d-8942-4b41-848e-1776036b0386___UF.GRC_YLCV_Lab 01331.JPG,7,0.9999993,26.392635,-22.327074,2.4613445
1857,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\494fb42c-a660-4bf6-ac9d-b5feaa0d6ec5___UF.GRC_YLCV_Lab 01795.JPG,7,0.99999917,25.827168,-21.713781,2.8683414
1858,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\49e69c3a-1392-4754-b149-79c0f008fe40___UF.GRC_YLCV_Lab 02592.JPG,7,0.999998,25.481174,-20.806313,2.5682693
1859,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4a030465-e219-4c2a-9177-86da30645ce1___UF.GRC_YLCV_Lab 09342.JPG,7,0.99999833,25.816275,-21.006414,3.113754
1860,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4ab9c8af-8dc7-428a-b1ef-f8faaea340db___UF.GRC_YLCV_Lab 02716.JPG,7,0.99999917,26.496672,-22.284155,2.2624626
1861,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4ac1ce9a-350f-4101-9562-b0db390365ae___UF.GRC_YLCV_Lab 03384.JPG,7,0.99999917,25.981739,-21.885569,2.186738
1862,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4adc46cc-60dd-48a7-8d4c-f6394577a14a___UF.GRC_YLCV_Lab 01543.JPG,7,0.9999989,26.602678,-21.920094,3.1036372
1863,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4b6e4efa-1ac4-48a1-983a-1684c04af54e___UF.GRC_YLCV_Lab 01347.JPG,7,0.99999905,26.131243,-21.910242,3.1909192
1864,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4b723929-deb3-4058-9d01-c5b7e2d79551___UF.GRC_YLCV_Lab 01739.JPG,7,0.9999993,26.471224,-22.124334,2.6584024
1865,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4bb0387f-0f0c-4a13-87c9-d851ad22c8d7___UF.GRC_YLCV_Lab 01790.JPG,7,0.9999994,26.54815,-22.404179,2.9763796
1866,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4bb239ed-5d7b-4d5e-95a6-411440925ba1___YLCV_GCREC 2115.JPG,7,0.9999993,26.250088,-22.16693,3.3360226
1867,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4bb48d8a-9dbd-4291-b588-d6ebf1fba9e3___YLCV_GCREC 5412.JPG,7,0.9999993,26.27129,-22.26182,3.192477
