embedding_row,domain,domain_code,image_path,predicted_index,confidence,embedding_norm
2072,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\8c179530-6991-422e-a933-da6d727aac82___UF.GRC_YLCV_Lab 01466.JPG,7,0.99999905,26.37022
2073,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\8c50b980-50f8-48db-9e96-f15a229f259c___YLCV_NREC 2655.JPG,7,0.9999993,26.007687
2074,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\8c5fa2c2-8748-4798-a8b8-bbe0b3409cb9___UF.GRC_YLCV_Lab 03176.JPG,7,0.99999917,26.19672
2075,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\8c89465d-6cb8-44a4-a537-645ecc8b0b4b___YLCV_NREC 0291.JPG,7,0.99999917,26.33283
2076,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\8ca1a93a-09d4-4c7e-a898-e8967eb7e908___YLCV_GCREC 2265.JPG,7,0.9999993,26.087894
2077,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\8d22109e-4cfc-46ee-899f-678cd40a31eb___YLCV_GCREC 2540.JPG,7,0.9999993,26.303371
2078,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\8d7e4629-b0df-460c-8fba-a100479c06df___YLCV_GCREC 1952.JPG,7,0.9999993,26.119717
2079,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\8da4b5fb-fee2-437e-9544-6c9f4ed0ed1e___UF.GRC_YLCV_Lab 02080.JPG,7,0.9999993,26.316757
2080,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\8e12cd71-b33d-4db0-9291-80857783c96a___UF.GRC_YLCV_Lab 01803.JPG,7,0.99999917,26.20364
2081,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\8ed27b95-17ba-4d1c-a149-ef4603dd8f61___UF.GRC_YLCV_Lab 01969.JPG,7,0.99999917,26.231918
2082,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\8ef68219-39f1-4d0c-9f1c-8fb07e920cbf___YLCV_GCREC 2580.JPG,7,0.9999993,26.350302
2083,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\8f06ba41-8f5d-45b2-ba8c-af72d444be7a___YLCV_GCREC 2204.JPG,7,0.9999993,25.886047
2084,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\8f1dc4b2-220e-4afd-a559-48a2f142007c___YLCV_NREC 2298.JPG,7,0.9999993,26.100943
2085,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\8f2d1ca5-aaa7-4aeb-a59a-4c4624da3113___UF.GRC_YLCV_Lab 01256.JPG,7,0.9999994,26.452744
2086,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\8f3ed21d-2ba4-42e4-b8d6-c83ee1fdf1fc___UF.GRC_YLCV_Lab 02348.JPG,7,0.9999987,25.594437
2087,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\90391022-d47a-49fa-a95b-48612ec23288___YLCV_NREC 2509.JPG,7,0.9999993,25.921753
2088,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\905c989e-b114-4491-927a-8a4d1cb1f47b___YLCV_GCREC 1905.JPG,7,0.9999993,26.042469
2089,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\90a7c7fb-f268-4b0d-bb5a-2666c44b2768___YLCV_NREC 2315.JPG,7,0.99999917,25.848017
2090,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\91ebbbe6-03e0-4757-afe4-6e7bfadda891___UF.GRC_YLCV_Lab 02037.JPG,7,0.99999905,26.18051
2091,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\92082b88-d462-4934-bede-bcdd98795379___UF.GRC_YLCV_Lab 03184.JPG,7,0.9999994,26.393278
2092,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\922bff88-227d-459d-9f62-16dc1d95cafa___YLCV_NREC 2665.JPG,7,0.99999917,25.873936
2093,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\9244f1d0-c42b-49aa-99cf-eb2830a09939___UF.GRC_YLCV_Lab 02559.JPG,7,0.9999988,26.615934
2094,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\928083f9-28e8-4e9d-9437-bd6d72b851e1___UF.GRC_YLCV_Lab 02787.JPG,7,0.99999917,26.171024
2095,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\9283b89a-30fa-49fa-af3f-6b90daedec6a___UF.GRC_YLCV_Lab 02008.JPG,7,0.99999905,25.901157
2096,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\92b4bad6-4326-4de7-8a65-eea919719730___YLCV_GCREC 2945.JPG,7,0.99999917,26.219858
2097,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\92d0f96f-83ac-4852-b3b5-973abbd9f3e9___YLCV_GCREC 2823.JPG,7,0.9999993,26.204918
2098,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\9303b8a2-2e6b-46c0-b650-4bf4016b7a2e___YLCV_GCREC 2085.JPG,7,0.9999993,25.613958
2099,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\9314c285-23d4-4107-b9a5-67d2d2a32921___YLCV_GCREC 2600.JPG,7,0.9999993,26.163883
2100,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\94e37653-feb5-4d5d-908c-f7ef3f03a774___YLCV_NREC 2906.JPG,7,0.9999993,26.26355
2101,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\95d3aec0-edfa-4cd4-b3f9-c39d24e9f37a___UF.GRC_YLCV_Lab 02377.JPG,7,0.99999917,26.553291
2102,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\95d55a85-290c-4883-855d-40a125de4c80___YLCV_NREC 0092.JPG,7,0.9999989,26.105886
2103,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\9637c3bf-d026-4ab3-a401-c7d79d82cbdf___UF.GRC_YLCV_Lab 09334.JPG,7,0.99999833,26.092478
2104,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\96cd3041-9e88-4796-9e9f-e2eda1ecff42___YLCV_GCREC 2290.JPG,7,0.9999987,25.599297
2105,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\046a2559-23b4-4018-a3db-337347ceb391___PSU_CG 2321.JPG,8,0.9999989,28.686394
2106,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\05910684-8466-4472-b520-b6f90bfc0d01___PSU_CG 2076.JPG,8,0.99999917,29.160736
2107,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\0b5e2269-7b37-43ac-9a96-c62b9bba2383___PSU_CG 2243.JPG,8,0.99999917,28.720325
2108,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\0c05f5bb-e38d-422f-8b1c-632d8c0d730c___PSU_CG 2133.JPG,8,0.99999905,28.686749
2109,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\0c779116-043c-4715-b080-16be2e8d2552___PSU_CG 2285.JPG,8,0.9999988,28.869987
2110,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\119554ae-c777-46da-abb7-591404fdc65f___PSU_CG 2393.JPG,8,0.99999845,28.70946
2111,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\15f1e22a-9c70-4060-a275-fac10c196341___PSU_CG 2118.JPG,8,0.99999917,29.28571
2112,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\20182b2d-dfda-4ef1-89cc-17856e051b00___PSU_CG 2072.JPG,8,0.99999917,28.970222
2113,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\227c893f-5a46-4df3-859d-ba3a74e4cb82___PSU_CG 2277.JPG,8,0.99999905,28.892897
2114,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\25857136-3515-4433-8129-c26f91e94cbe___PSU_CG 2233.JPG,8,0.99999917,28.922344
2115,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\26ea2737-6f69-441b-a5da-7f68ed4e8f5e___PSU_CG 2141.JPG,8,0.9999989,28.76348
2116,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\27000177-5a1d-4539-b78d-07a6f9a38089___PSU_CG 2168.JPG,8,0.9999994,28.995203
2117,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\2bd56a9c-3dec-41f7-ab7a-403670ea0462___PSU_CG 2346.JPG,8,0.99999917,28.943197
2118,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\3790abe5-03cb-4d5c-bfaa-9dcbc64debb2___PSU_CG 2402.JPG,8,0.9999988,29.49866
2119,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\39dc536a-03ba-4e34-9ade-9618715f4b96___PSU_CG 2106.JPG,8,0.99999917,28.862238
2120,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\59f9754c-2d49-4a74-ba11-4f9a017c8348___PSU_CG 2200.JPG,8,0.99999917,28.858173
2121,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\5b09c1a9-f5ca-4c26-a627-a6ac6b2045cb___PSU_CG 2247.JPG,8,0.9999993,28.843699
2122,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\5d3eb639-b75e-4929-9a6a-4b89856b2345___PSU_CG 2273.JPG,8,0.9999994,29.16159
2123,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\5d5ee5fc-35e3-4be9-980e-111679ec95b3___PSU_CG 2170.JPG,8,0.9999993,28.805141
2124,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\5ecb9930-250d-4fac-9547-e3b5142eec46___PSU_CG 2164.JPG,8,0.99999917,29.139496
2125,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\6065503d-0803-4697-90f7-8c7db1ee28ab___PSU_CG 2227.JPG,8,0.9999989,28.542528
2126,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\65d7e8ff-9197-4211-a1b7-850c3a74f740___PSU_CG 2073.JPG,8,0.99999857,28.885033
2127,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\6804695f-56f8-4ff9-90f8-69ee95097463___PSU_CG 2067.JPG,8,0.9999994,29.109013
2128,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\6b15d0fc-1089-4f54-955a-0d1ebbf0ab30___PSU_CG 2364.JPG,8,0.9999982,29.016554
2129,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\739ccd84-1026-4871-8f5c-2320c205fe2e___PSU_CG 2399.JPG,8,0.99999845,29.155516
2130,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\7569fab7-ac19-4ac4-a01b-b77a4abb0c29___PSU_CG 2350.JPG,8,0.9999989,28.595596
2131,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\7a6e4837-d63d-465a-abae-ef857bf43e2d___PSU_CG 2117.JPG,8,0.9999994,29.47544
2132,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\7c9939ff-c133-460f-a883-26ecb38aa594___PSU_CG 2340.JPG,8,0.9999995,28.936403
2133,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\86965ac5-b790-4218-a3c6-216d10da5211___PSU_CG 2066.JPG,8,0.99999905,29.064522
2134,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\9563b3bb-b942-4d32-9582-0b4021aaf116___PSU_CG 2229.JPG,8,0.99999917,29.041851
2135,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\9586aed6-53c5-4245-8994-a60ac12e422c___PSU_CG 2361.JPG,8,0.9999989,28.989244
2136,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\983cd485-5bc8-46a0-94cc-26c522228508___PSU_CG 2397.JPG,8,0.9999993,29.136803
2137,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\9a3a36e0-b0eb-4844-84f5-db08e2d9adef___PSU_CG 2300.JPG,8,0.99999905,28.69592
2138,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\9ec78399-de3a-4431-a5fc-e100406c5642___PSU_CG 2275.JPG,8,0.9999993,28.897224
2139,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\a0966902-32cd-469a-bf55-9fc7f4761107___PSU_CG 2322.JPG,8,0.99999917,28.607077
2140,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\a142b58c-1713-4e17-a68c-96eaf4b5ae23___PSU_CG 2219.JPG,8,0.9999981,28.359703
2141,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\a75c61c4-b765-42a1-9896-7937b15ed996___PSU_CG 2051.JPG,8,0.99999917,28.997284
2142,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\b23eb7f0-daa4-4775-a09c-f87363bdc141___PSU_CG 2255.JPG,8,0.99999905,28.975271
2143,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\b386eecb-c3b8-4b92-8352-b3b687c2db15___PSU_CG 2236.JPG,8,0.99999917,28.897738
2144,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\b5987570-3fbe-4a4c-9790-1d55bcfd2c61___PSU_CG 2288.JPG,8,0.9999993,29.169672
2145,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\bba77afa-234e-40c9-9d2e-6770ac1789e4___PSU_CG 2082.JPG,8,0.9999993,28.983068
2146,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\bd22aa4a-ea90-41af-862d-7e887eb57a00___PSU_CG 2416.JPG,8,0.9999994,29.287907
2147,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\bdcbce9a-e672-47e2-97d0-1b4e7e57f188___PSU_CG 2403.JPG,8,0.9999993,29.390217
2148,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\bf950cb4-985f-4174-b32b-9ae2d6e99a84___PSU_CG 2320.JPG,8,0.99999917,28.629438
2149,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\bfe4e207-18c5-46cb-9022-0a94c6826f81___PSU_CG 2234.JPG,8,0.99999917,28.959343
2150,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\c1ff629a-8390-43a4-88ed-86e462d688a7___PSU_CG 2083.JPG,8,0.9999993,28.81051
2151,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\c5132603-ce86-45c0-b9f9-d35c07f4057f___PSU_CG 2256.JPG,8,0.9999993,29.173767
2152,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\da1583ac-e469-400a-9092-da870299fd35___PSU_CG 2071.JPG,8,0.99999917,28.89433
2153,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\db0867bf-ca5a-4dd0-99e0-6d41efaffff6___PSU_CG 2334.JPG,8,0.9999515,27.766262
2154,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\db6ecf05-d8bd-431f-86d7-d3f5403eab81___PSU_CG 2408.JPG,8,0.9999993,29.2439
2155,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\dcbf5ac4-f25b-4e62-999b-44e1892db4ab___PSU_CG 2107.JPG,8,0.9999988,28.921278
2156,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\dd1161b0-ed4e-42f0-a63b-1ff8d9adf3ed___PSU_CG 2405.JPG,8,0.99999905,28.901642
2157,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\ecc79dcf-6446-4df2-a8c8-ab322effeec3___PSU_CG 2220.JPG,8,0.9999987,28.730495
2158,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\efd2cbd0-24dc-4c09-92b1-37963ae84721___PSU_CG 2379.JPG,8,0.9999989,28.793976
2159,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\f5d2043f-a274-431f-accc-1a3e1a7df172___PSU_CG 2400.JPG,8,0.99999845,29.060247
2160,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\f90809d6-8b8d-4a7d-81df-c0d708ed9bb4___PSU_CG 2176.JPG,8,0.9999981,28.066793
2161,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\042d59c2-2fd8-45c2-91bb-c0a05dd07f30___RS_HL 0257.JPG,9,0.99999666,26.130796
2162,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\061bd6f1-8532-4bc8-977d-bc48ffab4ac3___RS_HL 0476.JPG,9,0.999997,26.106647
2163,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\06ee1c8d-fbe4-48e9-a1b2-fed7ed5539f7___GH_HL Leaf 293.JPG,9,0.9999968,26.108149
2164,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\0764cff7-f198-467a-9afd-d9f0c7bcf7c9___RS_HL 0443.JPG,9,0.99999666,26.086521
2165,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\07cb5416-a029-467f-a306-252c2a64d2e6___RS_HL 0543.JPG,9,0.99999726,26.044695
2166,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\08c1c1e5-bb78-44d5-b46f-a86386c0ef3b___RS_HL 0063.JPG,9,0.99999726,25.939455
2167,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\0b5cfce2-38fd-4984-8926-2d2911c48490___RS_HL 9733.JPG,9,0.999998,26.264677
2168,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\0d515778-61ef-4f0b-ab54-75607c80220f___RS_HL 9745.JPG,9,0.99999785,26.177475
2169,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\0d615a38-cfa4-45e4-b1b4-9977220e19ca___RS_HL 9815.JPG,9,0.999998,26.0838
2170,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\0d789240-9714-4378-8b63-4afb12ddfa44___RS_HL 9735.JPG,9,0.999998,26.266626
2171,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\0e1d7722-3df9-4a3a-a4e2-bc0ea3ce0da4___RS_HL 9979.JPG,9,0.9999982,25.958593
2172,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\1006c73b-19f8-4771-9fe5-3fc4908e8da3___RS_HL 0557.JPG,9,0.99999726,26.043016
2173,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\11fe6fbc-a1a9-4cc4-ba85-a6864a4e9bae___GH_HL Leaf 280.JPG,9,0.9999964,25.859392
2174,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\1421f343-ba3a-424c-ac71-b5eb9ac26c10___GH_HL Leaf 201.JPG,9,0.9999962,25.909504
2175,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\16fd1407-644b-42f1-a40a-6cacd9bc0258___RS_HL 9705.JPG,9,0.9999976,26.189209
2176,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\19787f8b-a78e-4cf2-8fb2-3aae59b20c47___RS_HL 0456.JPG,9,0.9999976,26.085648
2177,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\1a393116-cbd1-4e3f-acfc-563e96ae1e80___RS_HL 0268.JPG,9,0.9999975,25.908363
2178,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\1bd9f661-9b9c-4faf-80ab-86a8a64a8bc2___RS_HL 0271.JPG,9,0.9999974,26.323652
2179,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\1cb9d4d1-280b-479c-95a9-01f71acf70bc___RS_HL 0641.JPG,9,0.9999976,26.353083
2180,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\1e1aa3d8-d12f-47e1-b316-b8656ab3f2b6___RS_HL 0075.JPG,9,0.9999982,26.15013
2181,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\1e8c2c4d-e787-45ff-87ac-56484ac8d3d4___GH_HL Leaf 472.JPG,9,0.9999949,25.768923
2182,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\1ebf9add-aa7f-4a84-adbf-67f700f918bc___GH_HL Leaf 437.JPG,9,0.9999963,25.865074
2183,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\1f43d81a-6889-4613-a727-f92a75cf9861___RS_HL 0297.JPG,9,0.99999726,26.144577
2184,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\20d823a4-0be3-4b8a-acdc-6efd1236e7f0___GH_HL Leaf 254.2.JPG,9,0.9999962,25.998432
2185,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\24069ab0-7106-40d0-bdca-e462a49d34dd___RS_HL 0267.JPG,9,0.9999974,26.057674
2186,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\240a9583-9e6a-446d-8850-62bc23312ce9___GH_HL Leaf 312.4.JPG,9,0.9999976,26.033434
2187,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\24fe1921-3196-4125-8f96-d68edef32487___RS_HL 0109.JPG,9,0.9999975,25.956081
2188,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\271be296-4c0b-4817-a44b-cc9611d3f519___GH_HL Leaf 182.1.JPG,9,0.9999969,26.044388
2189,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\2763797b-4786-41ef-8ff1-73b088f9973c___GH_HL Leaf 231.JPG,9,0.99999726,26.348017
2190,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\27bda660-1691-4763-a125-824f521587d9___RS_HL 0305.JPG,9,0.999997,26.268465
2191,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\29d9f827-5e61-4b9b-acba-db0e7ce2016d___GH_HL Leaf 480.JPG,9,0.9999963,26.245924
2192,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\2a8f7c7a-fbd4-4669-90eb-61ee118db2a7___RS_HL 0126.JPG,9,0.9999981,26.173143
2193,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\2ea87b73-a52b-4a4c-938f-4ce06335d171___GH_HL Leaf 177.1.JPG,9,0.99999666,25.837866
2194,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\3169aa41-66a8-4f36-ab6e-a5664f5b1839___RS_HL 0471.JPG,9,0.99999714,25.992968
2195,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\31e58e07-386c-4915-aa37-8ce39ee29ce9___RS_HL 9949.JPG,9,0.9999982,26.1967
2196,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\32a852af-ca60-4235-806a-21940281ed8b___RS_HL 0625.JPG,9,0.9999975,26.123116
2197,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\3483a0b2-f04c-429f-a10e-f7f33ba5be6e___RS_HL 0439.JPG,9,0.99999726,26.192728
2198,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\37aad83b-7ff8-4b35-b3ed-fb8e0f54910b___GH_HL Leaf 342.1.JPG,9,0.9999968,26.091202
2199,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\39b1d9c6-7a13-426f-9154-563e6a8d0438___RS_HL 0563.JPG,9,0.9999974,26.188978
